# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 202 718 524 365
p 2 1 173 746 1684 392
p 2 0 226 694 649 390
p 2 0 176 744 554 340
p 2 4 161 755 818 382
p 2 0 115 805 398 290
p 2 0 121 799 379 290
p 2 8 111 801 2047 359
p 2 0 71 849 312 242
p 2 0 91 829 363 261
p 2 3 144 773 2041 381
p 2 0 96 824 392 263
p 2 0 103 817 384 266
p 2 1 97 822 1540 322
p 2 0 63 857 308 233
p 2 0 59 861 282 229
p 2 3 133 784 1955 365
p 2 0 83 837 380 252
p 2 0 77 843 333 249
p 2 13 95 812 749 346
p 2 0 106 814 350 278
p 2 0 73 847 303 243
p 2 8 83 829 2000 334
p 2 0 60 860 321 231
p 2 0 77 843 300 246
p 2 3 106 811 1943 344
p 2 0 87 833 394 258
p 2 0 64 856 309 234
p 2 2 233 685 2994 563
p 2 0 170 750 505 339
p 2 0 245 675 1818 515
p 2 3 170 747 2038 414
p 2 2 270 648 2866 618
p 2 0 174 746 524 350
p 2 14 266 640 3235 690
p 2 0 190 730 508 358
p 2 3 228 689 2706 565
p 2 8 171 741 2187 426
p 2 1 262 657 2518 597
p 2 0 189 731 506 358
p 2 3 259 658 2137 588
p 2 0 207 713 521 383
p 2 1 200 719 1884 476
p 2 7 182 731 2203 426
p 2 0 95 825 334 263
p 2 0 103 817 362 273
p 2 4 139 777 729 357
p 2 0 72 848 325 249
p 2 0 64 856 281 236
p 2 11 151 758 2399 407
p 2 0 89 831 354 263
p 2 0 113 807 341 277
p 2 1 86 833 1510 313
p 2 0 89 831 330 256
p 2 0 56 864 266 225
p 2 3 89 828 636 321
p 2 0 60 860 290 243
p 2 0 60 860 261 230
p 2 0 67 853 282 240
p 2 0 52 868 262 224
p 2 0 40 880 231 213
p 2 0 23 897 211 195
p 2 0 44 876 236 214
p 2 0 31 889 218 203
i 2 920 0 0 39704 4132
p 2 1 919 0 8898 1289
p 2 0 919 1 11014 1320
p 2 0 920 0 10733 1329
p 2 0 916 4 10768 1289
p 2 0 916 4 11122 1333
p 2 0 918 2 10936 1310
p 2 0 920 0 11062 1332
p 2 0 917 3 10742 1305
p 2 0 917 3 11001 1342
p 2 0 915 5 10741 1305
p 2 0 920 0 11094 1342
p 2 1 917 2 11052 1331
p 2 0 920 0 11217 1356
p 2 0 916 4 11154 1345
p 2 0 919 1 11110 1350
p 2 0 914 6 10906 1321
p 2 0 920 0 10806 1356
p 2 0 916 4 10617 1314
p 2 0 918 2 11235 1383
p 2 0 914 6 10827 1332
p 2 0 919 1 11285 1354
p 2 0 911 9 10800 1332
p 2 0 918 2 10970 1362
p 2 0 916 4 10654 1334
p 2 0 920 0 11235 1388
p 2 1 915 4 10715 1334
p 2 0 920 0 11261 1378
p 2 0 912 8 10936 1332
p 2 0 915 5 11032 1374
p 2 0 910 10 10768 1353
p 2 1 919 0 11060 1381
p 2 0 918 2 10649 1371
p 2 1 918 1 11032 1398
p 2 0 916 4 10562 1367
p 2 0 915 5 10861 1359
p 2 0 920 0 10618 1343
p 2 0 915 5 10566 1361
p 2 4 909 7 10966 1375
p 2 0 918 2 11029 1378
p 2 0 914 6 10607 1416
p 2 0 918 2 10980 1381
p 2 0 918 2 11030 1362
p 2 0 919 1 10756 1366
p 2 0 915 5 10086 1374
p 2 1 917 2 10543 1392
p 2 0 917 3 10174 1366
p 2 0 919 1 10293 1383
p 2 0 916 4 10392 1381
p 2 0 920 0 10147 1388
p 2 1 917 2 10097 1386
p 2 0 920 0 9963 1398
p 2 0 916 4 9642 1366
p 2 0 917 3 9827 1376
p 2 0 915 5 9485 1346
p 2 0 920 0 9276 1369
p 2 0 915 5 9532 1363
p 2 1 917 2 9494 1391
p 2 0 917 3 9099 1381
p 2 0 918 2 8997 1363
p 2 0 913 7 8875 1350
p 2 0 919 1 8755 1372
p 2 0 917 3 8802 1355
p 2 0 918 2 8838 1367
p 2 1 914 5 8813 1390
p 2 0 919 1 8868 1343
p 2 0 912 8 8685 1347
p 2 0 918 2 8583 1369
p 2 0 916 4 8528 1332
p 2 5 912 3 9199 1408
p 2 1 917 2 8995 1417
p 2 0 917 3 9106 1433
p 2 0 915 5 8375 1356
p 2 0 919 1 8490 1378
p 2 0 912 8 8369 1367
p 2 0 916 4 8358 1356
p 2 0 917 3 8537 1367
p 2 0 919 1 8332 1362
p 2 0 917 3 8623 1351
p 2 0 917 3 8699 1363
p 2 0 916 4 8595 1358
p 2 0 915 5 8747 1363
p 2 0 917 3 8874 1372
p 2 1 917 2 8964 1383
p 2 0 916 4 9278 1385
p 2 0 918 2 9306 1379
p 2 0 919 1 9300 1383
p 2 0 920 0 8958 1339
p 2 1 915 4 9293 1367
p 2 0 916 4 8969 1339
p 2 0 919 1 9204 1396
p 2 17 897 6 9681 1428
p 2 0 920 0 9701 1395
p 2 0 918 2 9558 1361
p 2 0 917 3 9356 1390
p 2 0 917 3 9222 1354
p 2 0 918 2 9329 1375
p 2 0 916 4 9355 1378
p 2 1 914 5 9619 1377
p 2 0 916 4 9636 1342
p 2 0 916 4 9805 1358
p 2 0 918 2 9276 1346
p 2 0 912 8 9582 1367
p 2 0 917 3 9643 1368
p 2 0 913 7 9821 1381
p 2 0 914 6 9559 1354
p 2 0 917 3 9995 1419
p 2 0 916 4 10166 1384
p 2 1 918 1 10301 1417
p 2 0 913 7 10070 1397
p 2 0 917 3 10333 1407
p 2 0 915 5 10069 1384
p 2 0 919 1 9816 1399
p 2 0 919 1 9998 1407
p 2 0 917 3 9910 1395
p 2 1 916 3 9588 1409
p 2 0 917 3 9589 1415
p 2 0 914 6 9412 1395
p 2 0 920 0 9561 1471
p 2 0 914 6 9100 1379
p 2 0 918 2 9066 1387
p 2 0 914 6 9083 1391
p 2 0 917 3 8987 1423
p 2 0 918 2 9026 1384
p 2 0 920 0 9059 1418
p 2 0 910 10 8784 1378
p 2 0 918 2 8722 1418
p 2 1 915 4 9023 1408
p 2 0 918 2 8988 1391
p 2 0 916 4 8440 1381
p 2 0 917 3 8634 1401
p 2 0 914 6 8638 1381
p 2 0 919 1 8645 1375
p 2 0 915 5 8347 1370
p 2 0 917 3 8549 1395
p 2 0 918 2 8719 1377
i 2 920 0 0 22805 3828
p 2 21 810 89 15465 1681
p 2 0 631 289 1197 759
p 2 0 406 514 769 545
p 2 35 670 215 13861 1505
p 2 0 472 448 1067 642
p 2 0 460 460 759 591
p 2 3 617 300 9440 1146
p 2 0 460 460 1073 625
p 2 0 349 571 697 509
p 2 2 532 386 9428 1057
p 2 0 385 535 1012 579
p 2 0 352 568 880 519
p 2 0 361 559 928 523
p 2 0 194 726 419 347
p 2 0 183 737 445 340
p 2 1 195 724 931 366
p 2 0 178 742 440 333
p 2 0 167 753 431 325
p 2 0 216 704 637 368
p 2 0 110 810 311 268
p 2 0 97 823 308 259
p 2 0 146 774 726 311
p 2 0 101 819 313 261
p 2 0 152 768 461 311
p 2 0 128 792 582 302
p 2 0 103 817 362 269
p 2 0 63 857 260 229
p 2 0 97 823 689 270
p 2 0 58 862 262 224
p 2 0 78 842 293 244
p 2 0 110 810 565 292
p 2 0 47 873 244 215
p 2 0 54 866 246 225
p 2 0 52 868 255 221
p 2 0 58 862 245 224
p 2 0 40 880 240 212
p 2 0 70 850 268 235
p 2 0 29 891 211 201
p 2 0 35 885 218 204
p 2 0 32 888 225 204
p 2 0 36 884 213 204
p 2 0 48 872 228 215
p 2 0 66 854 255 230
p 2 0 41 879 229 213
p 2 0 35 885 219 206
p 2 0 35 885 225 206
p 2 0 27 893 206 198
p 2 0 30 890 224 202
p 2 0 30 890 215 199
p 2 0 56 864 248 220
p 2 0 31 889 225 203
p 2 0 53 867 232 216
p 2 0 47 873 227 213
p 2 0 25 895 215 199
p 2 0 45 875 229 215
p 2 0 20 900 197 192
p 2 0 29 891 210 201
p 2 0 21 899 202 195
p 2 86 368 466 15554 1506
p 2 0 405 515 1103 588
p 2 0 263 657 661 433
p 2 92 411 417 16733 1602
p 2 0 362 558 961 538
p 2 0 285 635 610 445
p 2 64 437 419 15814 1498
p 2 0 380 540 1018 568
p 2 0 314 606 680 480
p 2 94 529 297 16904 1743
p 2 0 445 475 1135 637
p 2 0 352 568 716 510
p 2 0 468 452 5085 869
p 2 0 348 572 886 519
p 2 0 262 658 548 423
p 2 0 375 545 3363 707
p 2 0 337 583 804 504
p 2 0 212 708 486 368
p 2 0 402 518 3242 696
p 2 0 315 605 773 483
p 2 0 194 726 482 358
p 2 0 172 748 423 328
p 2 0 155 765 382 316
p 2 0 91 829 295 258
p 2 0 80 840 276 246
p 2 0 73 847 275 242
p 2 0 77 843 264 242
i 2 920 0 0 37834 4191
p 2 0 906 14 6874 1193
p 2 0 910 10 7153 1187
p 2 0 887 33 6890 1161
p 2 0 910 10 7667 1189
p 2 0 888 32 7795 1196
p 2 0 916 4 7252 1188
p 2 0 899 21 7452 1195
p 2 0 906 14 7790 1210
p 2 1 896 23 7281 1198
p 2 0 914 6 7633 1208
p 2 0 908 12 8026 1223
p 2 0 917 3 7812 1224
p 2 0 901 19 7788 1219
p 2 1 908 11 8124 1250
p 2 0 905 15 8014 1236
p 2 0 906 14 7754 1219
p 2 1 904 15 8049 1246
p 2 1 911 8 8107 1237
p 2 0 908 12 7978 1213
p 2 0 914 6 8165 1253
p 2 0 903 17 7906 1220
p 2 0 908 12 8250 1255
p 2 0 898 22 8411 1235
p 2 0 902 18 8160 1226
p 2 0 909 11 8055 1226
p 2 0 914 6 8398 1245
p 2 0 908 12 8343 1214
p 2 0 918 2 8220 1239
p 2 1 898 21 8410 1241
p 2 1 896 23 8293 1227
p 2 0 899 21 8408 1239
p 2 0 909 11 8356 1246
p 2 0 885 35 8359 1232
p 2 0 912 8 8510 1237
p 2 0 890 30 8531 1216
p 2 0 908 12 8279 1229
p 2 0 883 37 8204 1210
p 2 0 903 17 8482 1242
p 2 2 881 37 8423 1226
p 2 0 913 7 8204 1235
p 2 0 884 36 8103 1212
p 2 0 915 5 8244 1228
p 2 0 890 30 8045 1205
p 2 0 911 9 8148 1242
p 2 1 877 42 8007 1207
p 2 0 912 8 8095 1229
p 2 0 894 26 8243 1212
p 2 2 908 10 8077 1207
p 2 0 877 43 8280 1199
p 2 0 906 14 7933 1201
p 2 0 887 33 7980 1214
p 2 0 902 18 7933 1226
p 2 0 889 31 7846 1212
p 2 0 907 13 8161 1223
p 2 0 886 34 8130 1209
p 2 0 913 7 7746 1218
p 2 0 905 15 8068 1202
p 2 0 913 7 8073 1226
p 2 0 889 31 7972 1218
p 2 1 911 8 8285 1237
p 2 1 897 22 8486 1228
p 2 5 906 9 8276 1238
p 2 0 889 31 8261 1219
p 2 0 918 2 8076 1227
p 2 0 900 20 8062 1224
p 2 0 904 16 8084 1213
p 2 1 904 15 8145 1257
p 2 0 914 6 7929 1217
p 2 0 902 18 8255 1222
p 2 0 914 6 8176 1219
p 2 0 892 28 8041 1212
p 2 0 910 10 8167 1219
p 2 0 901 19 8220 1222
p 2 0 912 8 7967 1216
p 2 1 902 17 8137 1249
p 2 1 908 11 8353 1234
i 2 920 0 0 87916 3922
p 2 53 495 372 25851 1423
p 2 0 329 591 1187 500
p 2 74 474 372 29026 1600
p 2 0 351 569 1275 528
p 2 105 424 391 33846 1838
p 2 0 387 533 1419 563
p 2 62 471 387 32600 1629
p 2 0 395 525 1487 574
p 2 78 528 314 31358 1735
p 2 0 416 504 1537 605
p 2 7 510 403 26210 1220
p 2 0 482 438 1880 677
p 2 0 492 428 20749 1066
p 2 0 405 515 1580 599
p 2 1 513 406 19845 1074
p 2 0 392 528 1407 579
p 2 0 445 475 2388 628
p 2 0 283 637 1136 442
p 2 0 242 678 1511 408
p 2 0 253 667 870 419
p 2 0 323 597 1738 495
p 2 0 210 710 691 372
p 2 1 318 601 2118 497
p 2 0 390 530 1278 547
p 2 0 261 659 1578 428
p 2 0 169 751 845 335
p 2 0 136 784 1247 306
p 2 0 189 731 660 354
p 2 0 145 775 1470 318
p 2 0 100 820 430 268
p 2 0 115 805 1166 286
p 2 0 133 787 656 308
p 2 0 102 818 1131 277
p 2 0 85 835 356 251
p 2 0 99 821 1378 274
p 2 0 85 835 400 255
p 2 0 72 848 1038 248
p 2 0 63 857 613 236
p 2 0 74 846 1100 250
p 2 0 67 853 316 235
p 2 0 72 848 1186 256
p 2 0 50 870 303 222
p 2 0 51 869 1046 229
p 2 0 39 881 277 210
p 2 0 42 878 986 221
p 2 0 42 878 277 213
i 2 920 0 0 69940 4187
p 2 0 918 2 24859 1298
p 2 0 919 1 30264 1405
p 2 0 920 0 28733 1398
p 2 1 918 1 30761 1452
p 2 1 919 0 30090 1444
p 2 0 920 0 30206 1425
p 2 0 920 0 30638 1445
p 2 0 920 0 30988 1461
p 2 0 919 1 30712 1441
p 2 0 920 0 30632 1440
p 2 0 920 0 30616 1446
p 2 0 920 0 31055 1453
p 2 1 919 0 30775 1445
p 2 2 918 0 30951 1444
p 2 0 920 0 31296 1427
p 2 1 919 0 31574 1437
p 2 1 919 0 32018 1453
p 2 0 919 1 33167 1457
p 2 0 920 0 31797 1415
p 2 0 919 1 32727 1438
p 2 1 919 0 32741 1455
p 2 1 918 1 33977 1467
p 2 2 918 0 32255 1434
p 2 1 918 1 33770 1472
p 2 0 920 0 33146 1447
p 2 0 920 0 33447 1436
p 2 1 919 0 33615 1441
p 2 0 920 0 34359 1450
p 2 1 919 0 33450 1447
p 2 2 918 0 33501 1419
p 2 0 919 1 34697 1435
p 2 1 919 0 34288 1447
p 2 0 919 1 35152 1441
p 2 0 919 1 34779 1430
p 2 3 917 0 34874 1458
p 2 2 917 1 35610 1461
p 2 4 916 0 35205 1460
p 2 2 918 0 35132 1444
p 2 2 918 0 35696 1449
p 2 1 918 1 35992 1458
p 2 1 919 0 35792 1430
p 2 0 920 0 36540 1430
p 2 0 920 0 36293 1435
p 2 0 920 0 37197 1457
p 2 2 918 0 36626 1434
p 2 0 920 0 37214 1425
p 2 1 919 0 37348 1439
p 2 2 918 0 38062 1442
p 2 1 919 0 37156 1426
p 2 1 918 1 37781 1423
p 2 1 919 0 38176 1423
p 2 0 919 1 37594 1432
p 2 1 919 0 38202 1434
i 2 920 0 0 29127 3700
p 2 0 394 526 648 525
p 2 15 470 435 9887 892
p 2 0 273 647 718 429
p 2 16 346 558 9167 774
p 2 0 234 686 664 396
p 2 93 419 408 15443 1548
p 2 0 381 539 1041 554
p 2 12 399 509 8575 837
p 2 29 442 449 6886 1035
p 2 0 395 525 3088 603
p 2 0 315 605 783 474
p 2 27 415 478 9114 1026
p 2 0 334 586 981 522
p 2 1 398 521 5646 799
p 2 0 328 592 882 502
p 2 0 347 573 3002 662
p 2 0 261 659 680 435
p 2 0 272 648 2799 567
p 2 0 252 668 633 418
p 2 0 230 690 539 387
p 2 0 181 739 436 341
p 2 0 144 776 364 303
p 2 0 205 715 578 368
p 2 0 199 721 525 357
p 2 0 98 822 322 266
p 2 0 90 830 316 258
p 2 0 52 868 248 224
p 2 0 94 826 325 259
p 2 0 87 833 294 250
p 2 0 51 869 240 219
p 2 0 84 836 277 244
p 2 0 81 839 279 242
p 2 0 50 870 251 220
p 2 0 76 844 271 234
p 2 0 59 861 262 227
p 2 0 45 875 236 214
p 2 0 33 887 214 203
p 2 0 42 878 229 209
p 2 0 46 874 238 214
p 2 0 38 882 223 208
p 2 0 56 864 238 219
p 2 0 23 897 205 195
p 2 0 38 882 213 205
p 2 0 30 890 213 199
p 2 0 18 902 203 194
i 2 920 0 0 102627 4444
p 2 0 236 684 522 394
p 2 0 137 783 326 292
p 2 8 483 429 29413 1114
p 2 0 355 565 1462 537
p 2 0 171 749 579 337
p 2 5 421 494 28147 1007
p 2 0 330 590 1378 517
p 2 0 164 756 614 331
p 2 0 443 477 23166 907
p 2 0 315 605 1373 499
p 2 0 138 782 508 305
p 2 1 418 501 22537 867
p 2 0 296 624 1317 479
p 2 0 174 746 629 337
p 2 6 474 440 28679 1081
p 2 0 375 545 1588 568
p 2 0 178 742 624 346
p 2 6 429 485 28336 1026
p 2 0 341 579 1524 531
p 2 0 204 716 672 365
p 2 2 431 487 23063 890
p 2 0 315 605 1341 499
p 2 0 190 730 672 355
p 2 3 449 468 24052 935
p 2 0 322 598 1423 511
p 2 0 162 758 595 325
p 2 0 69 851 315 237
p 2 0 25 895 223 198
p 2 0 24 896 226 198
p 2 8 459 453 28740 1071
p 2 0 345 575 1391 526
p 2 0 172 748 590 334
p 2 0 433 487 23035 891
p 2 0 305 615 1363 493
p 2 0 159 761 555 323
p 2 24 400 496 30071 1155
p 2 0 344 576 1410 541
p 2 0 159 761 546 327
p 2 3 423 494 25187 980
p 2 0 331 589 1446 520
p 2 0 205 715 655 368
p 2 4 436 480 26859 996
p 2 0 350 570 1503 545
p 2 0 158 762 561 325
p 2 105 390 425 35711 1626
p 2 0 305 615 1274 504
p 2 0 153 767 548 326
p 2 19 441 460 31296 1257
p 2 0 332 588 1395 525
p 2 0 217 703 713 380
p 2 27 400 493 30040 1227
p 2 0 341 579 1408 538
p 2 0 179 741 625 358
p 2 18 404 498 31646 1220
p 2 0 340 580 1474 546
p 2 0 175 745 612 349
p 2 23 410 487 31774 1253
p 2 0 338 582 1419 539
p 2 0 187 733 617 356
p 2 159 318 443 39631 1842
p 2 0 267 653 1187 466
p 2 60 375 485 36595 1477
p 2 0 317 603 1381 511
p 2 77 376 467 39633 1589
p 2 0 322 598 1348 519
p 2 79 401 440 40285 1612
p 2 0 317 603 1397 521
p 2 78 391 451 41893 1633
p 2 0 326 594 1419 533
p 2 117 368 435 41393 1756
p 2 0 313 607 1311 511
p 2 53 408 459 37546 1492
p 2 0 331 589 1463 533
p 2 65 390 465 37265 1515
p 2 0 318 602 1397 518
p 2 67 376 477 36543 1462
p 2 0 331 589 1439 531
p 2 23 414 483 32330 1210
p 2 0 338 582 1414 536
p 2 0 175 745 600 347
p 2 17 427 476 33257 1175
p 2 0 350 570 1563 555
p 2 0 187 733 647 357
i 2 920 0 0 49380 4406
p 2 0 296 624 576 450
p 2 0 228 692 419 377
p 2 0 134 786 332 295
p 2 0 131 789 344 293
p 2 0 101 819 289 264
p 2 0 84 836 277 249
p 2 0 78 842 286 244
p 2 0 51 869 244 220
p 2 0 49 871 261 222
p 2 0 49 871 250 220
p 2 0 76 844 288 245
p 2 0 97 823 1388 281
p 2 0 76 844 337 245
p 2 0 45 875 259 217
p 2 0 68 852 1299 249
p 2 0 70 850 319 242
p 2 0 61 859 271 230
p 2 0 69 851 1354 254
p 2 0 58 862 314 229
p 2 0 40 880 241 210
p 2 0 67 853 1330 252
p 2 0 63 857 356 234
p 2 0 58 862 278 225
p 2 0 56 864 518 225
