# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 906 14 17711 1364
p 2 0 918 2 17911 1395
p 2 0 918 2 18087 1392
i 2 920 0 0 14360 3406
p 2 7 788 125 6244 1805
p 2 12 776 132 6721 1871
p 2 30 696 194 7002 1908
p 2 42 691 187 7601 2040
p 2 46 662 212 7958 2084
p 2 70 658 192 8574 2193
p 2 66 662 192 9215 2266
p 2 45 674 201 9559 2244
p 2 41 677 202 8789 2201
p 2 44 661 215 7785 2056
p 2 34 696 190 7311 2046
p 2 21 689 210 6925 1960
p 2 11 699 210 6893 1929
p 2 17 667 236 6884 1866
p 2 20 673 227 7106 1943
p 2 18 671 231 7194 1949
p 2 12 705 203 7269 1911
p 2 7 697 216 7752 1974
p 2 8 698 214 6837 1938
p 2 10 708 202 6598 1915
p 2 31 677 212 6914 1975
p 2 58 679 183 8053 2097
p 2 107 609 204 8104 2221
p 2 71 671 178 8943 2248
p 2 89 623 208 8516 2236
p 2 49 666 205 8321 2129
p 2 58 670 192 8828 2130
p 2 29 675 216 8191 2062
p 2 43 678 199 7293 2036
p 2 22 671 227 7134 1942
p 2 14 695 211 7297 1966
p 2 29 674 217 6769 1954
p 2 48 646 226 6641 1969
p 2 39 683 198 6425 1918
p 2 16 684 220 6136 1817
p 2 11 685 224 6351 1793
p 2 16 682 222 6183 1838
p 2 47 661 212 6329 1874
p 2 39 666 215 6761 1909
p 2 29 658 233 6666 1850
p 2 9 705 206 6418 1849
p 2 16 703 201 7063 1896
p 2 87 627 206 8087 2067
p 2 86 628 206 7944 2154
p 2 56 669 195 9122 2181
p 2 55 656 209 9108 2190
p 2 80 639 201 9919 2223
p 2 35 688 197 9047 2103
p 2 16 691 213 6983 1912
p 2 15 683 222 6812 1900
p 2 26 672 222 7394 1948
p 2 24 679 217 7061 1945
p 2 27 675 218 6654 1904
p 2 42 677 201 6816 1917
p 2 52 666 202 7283 1932
p 2 79 654 187 8038 2082
p 2 63 651 206 8034 2024
p 2 46 666 208 7319 2077
p 2 37 670 213 7559 2052
p 2 57 665 198 8363 2139
p 2 42 679 199 7943 2118
p 2 68 637 215 8889 2190
p 2 38 676 206 8011 2073
p 2 30 677 213 7186 2040
p 2 28 678 214 8009 2007
p 2 87 640 193 8957 2205
p 2 43 666 211 8194 2121
p 2 32 680 208 8103 2078
p 2 52 663 205 8945 2175
p 2 49 656 215 8233 2110
p 2 55 648 217 8505 2084
p 2 36 678 206 8671 2093
p 2 33 663 224 8503 2113
p 2 34 677 209 8449 2140
p 2 32 682 206 8403 2068
p 2 26 670 224 7637 2052
p 2 38 660 222 7743 2093
p 2 37 661 222 7258 2009
p 2 16 698 206 8147 2007
p 2 30 672 218 7739 2013
p 2 24 671 225 8099 2062
p 2 33 674 213 7957 2094
p 2 89 608 223 7506 2102
p 2 53 661 206 7859 2033
p 2 72 644 204 7683 2117
p 2 52 666 202 7777 2054
p 2 29 676 215 7710 2037
p 2 15 684 221 7572 1947
p 2 23 667 230 7697 1971
p 2 19 680 221 7731 2011
p 2 21 686 213 8030 2066
p 2 32 660 228 8021 2057
p 2 47 862 11 12460 2530
p 2 31 795 94 8105 2191
p 2 36 771 113 8486 2204
p 2 36 864 20 11575 2429
p 2 41 808 71 8470 2271
p 2 14 783 123 8597 2127
p 2 20 885 15 12053 2452
p 2 23 794 103 8180 2200
p 2 35 765 120 8489 2193
p 2 15 763 142 8530 2121
p 2 29 763 128 8143 2184
p 2 29 717 174 8156 2132
p 2 36 720 164 8520 2125
p 2 19 695 206 8029 2031
p 2 29 680 211 8176 2068
p 2 31 694 195 8378 2147
p 2 25 687 208 7824 2041
p 2 11 698 211 7662 2039
p 2 20 700 200 8057 2033
p 2 26 696 198 8035 2123
p 2 33 676 211 8033 2099
p 2 25 705 190 8042 2099
p 2 43 673 204 7759 2098
p 2 44 679 197 7857 2102
p 2 24 703 193 7815 2059
p 2 16 705 199 7692 2042
p 2 10 710 200 7598 2044
p 2 34 694 192 7962 2086
p 2 18 723 179 7811 2089
p 2 20 703 197 7913 2084
p 2 31 700 189 8414 2128
p 2 27 685 208 7846 2083
p 2 20 698 202 7878 2084
p 2 22 678 220 7980 2027
p 2 49 676 195 7578 2109
p 2 40 659 221 7438 2082
p 2 23 696 201 7680 2089
p 2 16 685 219 7421 2015
p 2 16 678 226 7238 2013
p 2 26 676 218 7649 2055
p 2 31 669 220 7214 2032
p 2 21 672 227 7465 2036
p 2 20 676 224 7941 2046
p 2 18 687 215 7764 2058
p 2 41 657 222 7869 2077
p 2 11 700 209 7987 2048
p 2 40 662 218 7985 2140
p 2 45 672 203 8168 2165
p 2 35 674 211 8198 2093
p 2 41 677 202 7800 2118
p 2 27 671 222 7895 2067
i 2 920 0 0 27107 3852
p 2 24 784 112 16164 1647
p 2 0 574 346 1353 772
p 2 0 375 545 773 528
p 2 13 718 189 15109 1422
p 2 0 545 375 1387 722
p 2 0 375 545 804 523
p 2 3 719 198 14570 1341
p 2 0 481 439 1317 664
p 2 0 437 483 1067 603
p 2 0 281 639 681 434
p 2 0 268 652 598 421
p 2 0 139 781 432 302
p 2 0 189 731 479 345
p 2 0 169 751 457 326
p 2 0 147 773 425 306
p 2 0 166 754 438 321
p 2 0 113 807 375 272
p 2 0 84 836 320 250
p 2 0 116 804 343 276
p 2 0 83 837 288 248
p 2 0 61 859 262 226
p 2 0 78 842 264 243
p 2 0 72 848 269 239
p 2 0 43 877 226 213
p 2 0 34 886 217 205
p 2 0 46 874 227 215
p 2 0 21 899 207 196
i 2 920 0 0 18325 3341
p 2 0 477 443 636 566
p 2 0 458 462 638 560
p 2 0 298 622 424 407
p 2 0 336 584 493 447
p 2 0 343 577 454 435
p 2 0 225 695 411 364
p 2 0 177 743 330 314
p 2 0 262 658 416 380
p 2 0 158 762 322 301
p 2 0 228 692 379 350
p 2 0 209 711 356 335
p 2 0 143 777 336 294
p 2 0 170 750 317 304
p 2 0 209 711 370 337
p 2 0 143 777 311 289
p 2 0 178 742 347 317
p 2 0 155 765 297 291
p 2 0 145 775 291 283
p 2 0 136 784 302 286
p 2 0 176 744 322 302
p 2 0 146 774 311 290
p 2 0 187 733 362 319
p 2 0 140 780 293 285
p 2 0 170 750 310 301
p 2 0 127 793 292 271
p 2 0 189 731 340 317
p 2 0 65 855 239 229
p 2 0 108 812 271 261
p 2 0 41 879 221 214
p 2 0 127 793 293 273
p 2 0 87 833 254 244
p 2 0 160 760 357 305
p 2 0 202 718 332 322
p 2 0 80 840 290 250
p 2 0 146 774 303 289
p 2 0 99 821 294 259
p 2 0 103 817 266 256
p 2 0 106 814 277 259
p 2 0 92 828 256 243
p 2 0 89 831 266 248
p 2 0 146 774 307 289
p 2 0 125 795 309 279
p 2 0 104 816 265 254
p 2 0 124 796 288 268
p 2 0 98 822 276 255
p 2 0 136 784 303 281
p 2 0 147 773 301 285
p 2 0 126 794 284 275
p 2 0 132 788 288 278
p 2 0 147 773 291 283
p 2 0 78 842 239 237
p 2 0 156 764 318 293
p 2 0 72 848 242 234
p 2 0 109 811 271 260
p 2 0 97 823 257 249
p 2 0 137 783 286 277
p 2 0 61 859 228 225
p 2 0 106 814 253 251
p 2 0 77 843 240 234
p 2 0 69 851 241 231
p 2 0 104 816 255 251
p 2 0 113 807 304 273
i 2 920 0 0 33830 3881
p 2 1 859 60 5495 1101
p 2 0 841 79 6580 1086
p 2 0 799 121 6956 1065
p 2 0 833 87 6955 1097
p 2 0 845 75 7206 1122
p 2 0 835 85 7207 1110
p 2 0 852 68 7230 1118
p 2 0 836 84 7035 1099
p 2 0 855 65 7182 1127
p 2 0 847 73 6968 1110
p 2 0 858 62 7054 1133
p 2 0 862 58 7206 1128
p 2 1 838 81 7217 1138
p 2 0 847 73 7021 1124
p 2 0 833 87 7247 1140
p 2 0 863 57 7175 1139
p 2 0 859 61 7152 1129
p 2 0 861 59 7383 1144
p 2 0 854 66 7251 1148
p 2 0 853 67 7139 1138
p 2 0 864 56 7398 1154
p 2 0 852 68 7050 1128
p 2 0 867 53 7254 1152
p 2 0 865 55 7232 1125
p 2 0 879 41 7212 1163
p 2 0 854 66 7061 1136
p 2 0 856 64 7287 1148
p 2 0 857 63 6980 1124
p 2 0 873 47 7090 1143
p 2 1 845 74 7285 1131
p 2 0 863 57 7088 1136
p 2 0 857 63 7003 1132
p 2 1 871 48 7204 1151
p 2 1 853 66 7020 1137
p 2 0 855 65 7048 1157
p 2 1 848 71 6850 1150
p 2 0 873 47 6918 1164
p 2 0 864 56 6802 1146
p 2 1 862 57 6790 1144
p 2 0 886 34 6814 1172
p 2 0 879 41 6653 1158
p 2 0 864 56 7042 1150
p 2 0 866 54 6802 1151
p 2 0 870 50 6828 1153
p 2 0 866 54 6979 1147
p 2 0 863 57 6833 1144
p 2 0 856 64 6741 1133
p 2 0 869 51 7205 1144
p 2 0 862 58 6937 1136
p 2 0 859 61 6901 1131
p 2 0 877 43 6955 1151
p 2 0 853 67 6867 1123
p 2 0 844 76 6949 1135
p 2 0 852 68 6926 1136
p 2 0 861 59 6972 1151
p 2 0 852 68 6866 1133
p 2 0 861 59 6981 1142
p 2 0 870 50 6815 1135
p 2 0 858 62 6796 1135
p 2 1 875 44 6727 1142
p 2 0 869 51 6687 1132
p 2 0 863 57 6584 1132
p 2 0 855 65 6975 1148
p 2 0 859 61 6829 1132
p 2 0 858 62 6820 1155
p 2 0 885 35 6948 1176
p 2 0 871 49 6639 1153
p 2 0 857 63 6743 1140
p 2 0 875 45 6750 1161
p 2 0 859 61 6572 1121
p 2 0 847 73 6613 1121
p 2 0 851 69 6677 1140
p 2 0 839 81 6651 1140
p 2 0 862 58 6574 1143
p 2 0 870 50 6891 1158
p 2 0 876 44 6751 1131
p 2 0 858 62 6618 1134
p 2 0 872 48 6872 1146
p 2 0 856 64 6731 1137
p 2 0 875 45 6935 1147
p 2 0 840 80 7060 1148
p 2 0 866 54 6944 1154
p 2 1 859 60 6892 1161
p 2 0 861 59 6844 1136
p 2 0 868 52 6840 1155
p 2 1 887 32 6838 1164
p 2 0 859 61 6866 1134
p 2 0 888 32 6782 1156
p 2 0 871 49 6691 1139
p 2 0 864 56 6803 1142
p 2 0 856 64 6632 1134
p 2 0 864 56 6649 1127
i 2 920 0 0 2824 2644
p 2 873 47 0 3824 3181
p 2 684 236 0 6057 3326
p 2 535 385 0 8917 3429
p 2 418 502 0 11979 3558
p 2 369 551 0 14813 3527
p 2 340 580 0 17877 3567
p 2 319 601 0 21476 3562
p 2 297 623 0 24293 3558
p 2 207 713 0 24821 3341
p 2 165 755 0 25673 3227
p 2 132 788 0 24182 3079
p 2 76 844 0 20754 2751
p 2 31 889 0 14841 2297
p 2 11 909 0 13706 2111
p 2 4 916 0 13834 2071
p 2 19 901 0 14416 2170
p 2 11 909 0 13827 2122
p 2 7 913 0 13920 2092
p 2 20 900 0 13901 2166
p 2 14 906 0 13786 2122
p 2 19 901 0 13678 2121
p 2 10 910 0 13182 2123
p 2 14 906 0 13773 2145
p 2 15 905 0 14108 2182
p 2 24 896 0 14491 2200
p 2 20 900 0 14137 2179
p 2 18 902 0 14720 2174
p 2 24 896 0 14377 2180
p 2 28 892 0 15007 2182
p 2 18 902 0 14337 2121
p 2 19 901 0 14263 2085
p 2 19 901 0 14414 2129
p 2 21 899 0 14835 2169
p 2 17 903 0 14447 2084
p 2 26 894 0 15803 2233
p 2 23 896 1 15626 2223
p 2 23 897 0 15558 2228
p 2 18 902 0 15461 2159
p 2 14 906 0 15380 2105
p 2 18 902 0 15016 2172
p 2 19 901 0 15567 2210
p 2 23 897 0 14934 2185
p 2 17 903 0 15510 2194
p 2 24 896 0 14968 2182
p 2 28 892 0 15490 2217
p 2 22 898 0 15235 2155
p 2 25 895 0 15780 2254
p 2 29 891 0 15852 2211
p 2 25 895 0 15446 2211
p 2 10 910 0 14515 2083
p 2 9 911 0 14304 2039
p 2 10 910 0 13856 2101
p 2 15 905 0 14230 2111
p 2 12 908 0 14089 2083
p 2 13 907 0 14236 2054
p 2 15 905 0 13952 2071
p 2 10 910 0 14738 2059
p 2 8 912 0 13550 1984
p 2 9 911 0 14563 2039
p 2 5 915 0 13871 2017
p 2 7 913 0 14533 2056
p 2 6 914 0 13225 2000
p 2 10 910 0 14450 1994
p 2 17 903 0 13636 2081
p 2 11 909 0 14762 1994
p 2 13 907 0 13638 1978
p 2 7 913 0 14101 1954
p 2 3 917 0 13088 1931
p 2 3 917 0 13993 1972
p 2 6 914 0 12818 1926
p 2 5 915 0 13766 1972
p 2 10 910 0 12772 1962
p 2 11 909 0 11947 1967
p 2 6 914 0 11684 1928
p 2 7 913 0 12029 2022
p 2 9 911 0 13145 2109
p 2 7 913 0 13751 2176
p 2 43 877 0 14774 2293
p 2 35 885 0 14611 2341
p 2 52 868 0 14659 2336
p 2 66 854 0 14762 2412
p 2 65 855 0 14267 2337
p 2 85 835 0 15274 2498
p 2 68 852 0 15093 2463
p 2 86 834 0 15533 2645
p 2 98 822 0 16057 2782
p 2 104 816 0 15248 2839
p 2 93 827 0 13382 2749
p 2 83 837 0 12869 2785
p 2 111 809 0 11794 2841
p 2 111 809 0 10795 2860
p 2 151 769 0 9690 2924
p 2 65 855 0 7407 2565
p 2 87 833 0 6737 2442
p 2 29 891 0 5414 2349
p 2 6 913 1 4014 1742
p 2 0 920 0 4196 1758
p 2 0 749 171 1334 1240
p 2 0 906 14 1348 1292
p 2 0 478 442 735 715
p 2 0 891 29 1066 1041
p 2 0 356 564 510 508
p 2 0 835 85 914 883
p 2 0 313 607 448 447
p 2 0 740 180 819 791
p 2 0 256 664 391 389
p 2 0 655 265 731 705
p 2 0 335 585 449 443
i 2 920 0 0 26379 3957
p 2 0 428 492 657 558
p 2 0 381 539 538 501
p 2 0 199 721 377 350
p 2 0 249 671 402 382
p 2 0 156 764 335 310
p 2 0 163 757 334 310
p 2 0 151 769 315 293
p 2 0 77 843 269 241
p 2 0 87 833 267 252
p 2 0 45 875 224 214
p 2 9 103 808 1783 357
p 2 0 84 836 295 249
p 2 0 99 821 296 258
p 2 0 111 809 1534 313
p 2 0 127 793 347 287
p 2 0 60 860 244 225
p 2 4 108 808 1687 332
p 2 0 75 845 289 245
p 2 0 74 846 284 241
p 2 1 82 837 1534 302
p 2 0 114 806 331 276
p 2 0 61 859 265 231
p 2 4 95 821 1632 322
p 2 0 86 834 321 256
p 2 0 78 842 299 245
p 2 8 62 850 1027 306
p 2 0 94 826 307 261
p 2 0 73 847 268 241
p 2 9 63 848 1726 322
p 2 0 91 829 297 259
p 2 0 46 874 254 218
p 2 0 71 849 1536 284
p 2 0 51 869 287 226
p 2 0 44 876 241 214
p 2 4 58 858 1644 295
p 2 0 68 852 299 245
p 2 0 32 888 236 206
p 2 0 53 867 1466 269
p 2 0 61 859 281 231
p 2 0 27 893 214 200
p 2 3 49 868 1618 281
p 2 0 64 856 278 233
p 2 0 37 883 223 208
p 2 8 48 864 1001 293
p 2 0 49 871 257 223
p 2 0 34 886 228 205
p 2 9 52 859 1709 309
p 2 0 69 851 304 238
p 2 0 38 882 252 210
p 2 1 66 853 1494 283
p 2 0 67 853 301 240
p 2 0 39 881 237 214
p 2 3 50 867 1634 283
p 2 0 60 860 296 235
p 2 0 38 882 237 211
p 2 1 51 868 1493 273
p 2 0 50 870 285 225
p 2 0 39 881 237 209
p 2 3 54 863 1617 284
p 2 0 74 846 299 240
p 2 0 33 887 239 208
p 2 8 44 868 1010 288
p 2 0 39 881 240 216
p 2 0 43 877 222 212
p 2 9 50 861 1703 311
p 2 0 56 864 262 227
p 2 0 46 874 237 214
p 2 1 50 869 1477 276
p 2 0 37 883 250 212
p 2 0 24 896 223 201
p 2 3 50 867 1616 285
p 2 0 43 877 265 215
p 2 0 38 882 237 209
p 2 1 71 848 1489 285
p 2 0 41 879 263 215
p 2 0 47 873 241 217
p 2 4 63 853 1611 296
p 2 0 33 887 256 208
p 2 0 29 891 229 206
p 2 1 47 872 1449 270
p 2 0 40 880 284 218
p 2 0 32 888 222 207
p 2 4 75 841 1624 305
p 2 0 62 858 269 230
p 2 0 24 896 210 198
p 2 8 73 839 1040 314
p 2 0 60 860 261 234
p 2 0 43 877 227 214
p 2 0 32 888 213 205
p 2 0 33 887 212 204
p 2 0 28 892 207 200
p 2 0 27 893 203 198
p 2 0 23 897 205 197
p 2 0 16 904 193 189
p 2 0 21 899 198 192
p 2 0 34 886 217 203
p 2 0 34 886 214 206
p 2 0 31 889 213 202
p 2 0 41 879 225 212
p 2 0 18 902 200 191
p 2 0 20 900 199 195
p 2 0 10 910 190 185
p 2 0 19 901 202 194
p 2 0 23 897 205 197
p 2 0 15 905 193 189
p 2 0 5 915 180 180
p 2 8 555 357 15153 1215
p 2 0 421 499 1105 586
p 2 0 283 637 567 426
p 2 9 544 367 11110 1098
p 2 0 418 502 1097 602
p 2 0 271 649 568 425
p 2 0 564 356 8489 937
p 2 0 417 503 1071 571
p 2 0 254 666 580 406
p 2 5 539 376 8670 934
p 2 0 372 548 982 531
p 2 0 301 619 763 453
p 2 0 214 706 1301 390
p 2 0 195 725 499 348
p 2 0 155 765 450 313
p 2 2 213 705 1257 407
p 2 0 122 798 414 285
p 2 0 132 788 360 285
p 2 0 123 797 1164 311
p 2 0 104 816 363 266
p 2 0 71 849 302 241
p 2 2 76 842 968 280
p 2 0 71 849 296 239
p 2 0 67 853 271 233
p 2 0 102 818 1099 290
p 2 0 93 827 320 255
p 2 0 61 859 291 232
p 2 5 66 849 619 280
p 2 0 57 863 266 229
p 2 0 89 831 338 257
p 2 5 91 824 1268 310
p 2 0 66 854 298 237
p 2 0 64 856 272 231
p 2 0 76 844 1046 266
p 2 0 41 879 252 213
p 2 0 63 857 291 235
p 2 2 83 835 996 290
p 2 0 66 854 310 238
p 2 0 43 877 245 215
p 2 6 77 837 659 287
p 2 0 70 850 283 239
p 2 0 58 862 243 226
p 2 0 50 870 227 217
p 2 0 47 873 240 215
p 2 0 23 897 211 197
p 2 0 27 893 227 200
p 2 0 35 885 226 206
p 2 0 23 897 208 197
p 2 0 27 893 205 196
p 2 0 26 894 214 200
p 2 0 30 890 211 201
p 2 0 21 899 198 194
p 2 0 19 901 196 193
p 2 0 11 909 187 186
p 2 0 12 908 188 185
p 2 0 19 901 198 193
p 2 0 8 912 187 183
i 2 920 0 0 39637 3903
p 2 0 432 488 660 542
p 2 0 352 568 547 467
p 2 0 222 698 433 364
p 2 0 221 699 405 354
p 2 0 116 804 335 272
p 2 0 131 789 476 300
p 2 0 87 833 381 262
p 2 0 78 842 337 245
p 2 0 66 854 332 241
p 2 0 68 852 368 237
p 2 0 54 866 329 227
p 2 0 85 835 313 247
p 2 0 92 828 341 259
p 2 0 81 839 339 251
p 2 0 50 870 309 226
p 2 0 56 864 323 227
p 2 0 63 857 284 228
p 2 0 68 852 294 235
p 2 0 63 857 383 241
p 2 0 66 854 307 240
p 2 0 64 856 328 233
p 2 0 49 871 284 219
p 2 0 53 867 322 229
p 2 0 77 843 316 244
p 2 0 55 865 381 233
p 2 0 78 842 360 250
p 2 0 44 876 273 220
p 2 0 47 873 268 218
p 2 0 38 882 324 214
p 2 0 48 872 311 224
p 2 0 63 857 305 230
p 2 0 58 862 361 235
p 2 0 63 857 337 231
p 2 0 34 886 307 212
p 2 0 49 871 307 222
p 2 0 38 882 314 217
p 2 0 44 876 364 224
p 2 0 40 880 388 223
p 2 0 47 873 385 228
p 2 0 38 882 357 220
p 2 0 41 879 284 217
p 2 0 44 876 445 229
p 2 0 48 872 318 225
p 2 0 45 875 295 215
p 2 0 43 877 285 218
p 2 0 33 887 278 209
p 2 0 38 882 292 213
p 2 0 44 876 326 221
p 2 0 33 887 254 205
p 2 0 38 882 294 215
p 2 0 26 894 267 200
p 2 0 28 892 278 206
p 2 0 31 889 252 206
p 2 0 30 890 275 206
p 2 0 28 892 259 202
p 2 0 31 889 232 203
p 2 12 233 675 9800 658
p 2 0 210 710 776 380
p 2 0 145 775 458 308
p 2 2 261 657 7729 576
p 2 0 235 685 748 394
p 2 0 147 773 455 308
p 2 1 269 650 5927 532
p 2 0 188 732 745 359
p 2 0 133 787 445 295
p 2 0 251 669 5415 470
p 2 0 181 739 712 353
p 2 0 119 801 423 286
p 2 0 142 778 501 305
p 2 0 111 809 391 272
p 2 0 73 847 358 245
p 2 0 76 844 384 248
p 2 0 88 832 375 257
p 2 0 84 836 345 249
p 2 0 49 871 310 222
p 2 0 44 876 307 216
p 2 0 55 865 333 229
i 2 920 0 0 48535 4063
p 2 0 919 1 9852 1230
p 2 0 918 2 10881 1204
p 2 0 919 1 17538 1480
p 2 0 919 1 11265 1255
p 2 1 918 1 11453 1252
p 2 0 919 1 16997 1432
p 2 0 917 3 11312 1286
p 2 0 918 2 11918 1296
p 2 0 919 1 17623 1519
p 2 0 920 0 11475 1334
p 2 0 918 2 12394 1348
p 2 1 919 0 20408 1646
p 2 0 919 1 11365 1344
p 2 0 915 5 11801 1339
p 2 2 918 0 19862 1662
p 2 0 915 5 10942 1378
p 2 0 917 3 11074 1361
p 2 1 919 0 18062 1620
p 2 0 919 1 10563 1354
p 2 0 919 1 10545 1352
p 2 0 919 1 16258 1560
p 2 0 920 0 10454 1371
p 2 0 919 1 10740 1357
p 2 1 918 1 17386 1627
p 2 0 915 5 10821 1393
p 2 0 917 3 10665 1399
p 2 4 916 0 20187 1762
p 2 0 919 1 10443 1389
p 2 0 918 2 10806 1391
p 2 6 913 1 19838 1733
p 2 0 920 0 10349 1373
p 2 0 917 3 10908 1375
p 2 2 918 0 19117 1710
p 2 0 917 3 9909 1356
p 2 0 920 0 10406 1376
p 2 0 919 1 16111 1567
p 2 0 920 0 10075 1394
p 2 0 917 3 10351 1368
p 2 3 916 1 18512 1704
p 2 0 919 1 9803 1385
p 2 0 918 2 10139 1378
p 2 8 912 0 21005 1826
p 2 0 920 0 9827 1395
p 2 0 919 1 9627 1374
p 2 4 914 2 20817 1801
p 2 0 918 2 9914 1414
p 2 0 918 2 10019 1392
p 2 5 914 1 19829 1794
p 2 0 916 4 9636 1392
p 2 0 914 6 9825 1373
p 2 4 914 2 17388 1678
p 2 0 920 0 9646 1406
p 2 0 917 3 9666 1404
i 2 920 0 0 43037 3891
p 2 3 454 463 3637 774
p 2 1 439 480 3646 730
p 2 18 431 471 8618 986
p 2 3 338 579 4344 679
p 2 4 311 605 4510 677
p 2 15 405 500 10066 973
p 2 6 356 558 5705 740
p 2 10 310 600 5417 722
p 2 26 385 509 9305 1022
p 2 15 319 586 6284 787
p 2 15 285 620 6365 750
p 2 30 394 496 9945 1056
p 2 20 366 534 5665 828
p 2 8 322 590 4663 716
p 2 19 389 512 7928 951
p 2 1 350 569 3707 660
p 2 3 297 620 3625 621
p 2 14 451 455 9786 1008
p 2 1 382 537 4306 716
p 2 1 333 586 3893 652
p 2 12 444 464 9966 1017
p 2 1 347 572 3607 672
p 2 2 301 617 3282 609
p 2 12 499 409 10064 1064
p 2 1 370 549 3159 677
p 2 0 344 576 3086 625
p 2 13 460 447 11026 1050
p 2 7 407 506 3936 736
p 2 5 368 547 4162 696
p 2 19 458 443 12784 1123
p 2 12 401 507 4668 779
p 2 11 317 592 4787 703
p 2 45 490 385 14350 1359
p 2 23 389 508 5971 869
p 2 28 331 561 6217 830
p 2 50 474 396 15857 1376
p 2 26 405 489 6856 926
p 2 29 328 563 7072 854
p 2 51 480 389 15457 1374
p 2 30 349 541 5297 852
p 2 26 322 572 4223 735
p 2 27 478 415 13451 1187
p 2 4 418 498 3790 739
p 2 1 360 559 3377 655
p 2 4 411 505 6630 847
p 2 2 362 556 3353 663
p 2 0 310 610 3062 591
p 2 8 408 504 7162 843
p 2 7 388 525 3668 703
p 2 9 366 545 4205 720
p 2 17 431 472 11648 1013
p 2 12 379 529 4718 758
p 2 17 304 599 4638 695
p 2 17 420 483 10251 955
p 2 9 349 562 3694 671
p 2 2 327 591 3210 612
p 2 0 383 537 5341 698
p 2 8 342 570 4009 679
p 2 27 284 609 4245 676
p 2 37 314 569 9009 903
p 2 33 298 589 6664 821
p 2 33 286 601 7533 836
p 2 40 292 588 10604 937
p 2 36 264 620 7646 844
p 2 40 240 640 7290 833
p 2 39 313 568 10389 961
p 2 29 285 606 6348 815
p 2 28 245 647 6330 766
p 2 42 325 553 10771 989
p 2 37 292 591 7163 861
p 2 47 252 621 7527 847
p 2 55 272 593 7376 868
p 2 54 269 597 8386 894
p 2 50 337 533 8587 960
p 2 50 248 622 7397 843
